房源编号,所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
TJ2495443883853348864,天津,东丽,华明镇,大唐印象,86㎡,整租,南/北,1200元/月,None,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,16层,有,暂无数据,民水,民电,有,集中供暖
TJ2562336401316659200,天津,和平,南营门街,瑞竹大厦,13㎡,合租,南,1498元/月,月付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,16,30层,有,免费使用,商水,商电,有,集中供暖
TJ2494088729825132544,天津,津南,咸水沽,广建里,65㎡,整租,南/北,1000元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
TJ2493975452453453824,天津,塘沽,新河街,岷江里,86㎡,整租,南,1500元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
TJ2496303168783392768,天津,武清,静湖,静湖花园东区,106㎡,整租,南/北,700元/月,None,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,有,免费使用,民水,民电,有,集中供暖
TJ2495581705134678016,天津,宝坻,北城路,蓝水湾花园西区,62㎡,整租,南,900元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2498292120985534464,天津,津南,咸水沽,米兰阳光,102㎡,整租,南/北,800元/月,季付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,28层,有,暂无数据,民水,民电,有,集中供暖
TJ2498504649112559616,天津,塘沽,解放路,草场街,60㎡,整租,南/北,1500元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2500584402099650560,天津,津南,辛庄,金地艺境,80㎡,整租,南/北,800元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,18层,有,暂无数据,民水,民电,有,集中供暖
TJ2562333641447849984,天津,河西,陈塘庄,中海学府公馆,15㎡,合租,南,848元/月,月付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,5,36层,有,免费使用,民水,民电,有,集中供暖
TJ2501385230636818432,天津,塘沽,新河街,福升园,63㎡,整租,南,1100元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,26层,有,暂无数据,民水,民电,有,集中供暖
TJ2562866538885685248,天津,津南,新梅江,博林园,14㎡,合租,南,998元/月,月付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,4,6层,无,免费使用,民水,民电,有,集中供暖
TJ2500611089952415744,天津,津南,咸水沽,剧场西里,69㎡,整租,南/北,900元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,有,暂无数据,民水,民电,有,集中供暖
TJ2539026247892074496,天津,西青,李七庄,惠鑫花园,16㎡,合租,东,1000元/月,月付价,3室,1厅,1卫,随时入住,1年,随时可看,1,1层,无,免费使用,民水,民电,有,集中供暖
TJ2501295956713553920,天津,武清,南湖,玉湖庭苑,150㎡,整租,南/北,600元/月,半年付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,高楼层,7层,有,暂无数据,民水,民电,有,集中供暖
TJ2554882102105743360,天津,河西,大营门,三义大厦,17㎡,合租,西南,1450元/月,月付价,2室,1厅,1卫,随时入住,1年,随时可看,20,30层,有,租用车位,民水,民电,有,集中供暖
TJ2557073245144883200,天津,河东,向阳楼,红顶花园北园,15㎡,合租,南,850元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,3,5层,无,租用车位,民水,民电,有,集中供暖
TJ2530167982064140288,天津,南开,水上公园街,宁福里,12㎡,合租,南,798元/月,月付价,3室,1厅,1卫,随时入住,1年,随时可看,4,6层,无,租用车位,民水,民电,有,集中供暖
TJ2539336217720799232,天津,津南,辛庄,金地艺境,135㎡,整租,南,900元/月,年付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2503369402565525504,天津,河西,梅江,华夏津典畅水园,18㎡,合租,南,1000元/月,月付价,3室,1厅,1卫,随时入住,1年,随时可看,10,24层,有,租用车位,民水,民电,有,集中供暖
TJ2539144870820855808,天津,滨海新区,大港,振业里,63㎡,整租,南/北,900元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2504994615866687488,天津,南开,华苑,长华里,18㎡,合租,南,850元/月,年付价,3室,0厅,1卫,随时入住,1~12个月,随时可看,2,6层,无,租用车位,民水,民电,有,集中供暖
TJ2539412608235077632,天津,滨海新区,大港,新天地商业广场,55㎡,整租,南,800元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,24层,有,暂无数据,商水,商电,无,集中供暖
TJ2510130491966373888,天津,河西,陈塘庄,中海学府公馆,13㎡,合租,南,999元/月,年付价,3室,1厅,1卫,随时入住,1年,随时可看,6,36层,有,免费使用,民水,民电,有,集中供暖
TJ2540610907575427072,天津,滨海新区,大港,前光里,59㎡,整租,南/北,1000元/月,季付价,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,6层,无,免费使用,暂无数据,暂无数据,有,集中供暖
TJ2541153227735842816,天津,武清,下朱庄,颐清花园,76㎡,整租,南,500元/月,None,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,8层,有,暂无数据,民水,民电,有,集中供暖
TJ2541792000202506240,天津,北辰,北仓镇,荣翔园,74㎡,整租,南/北,1000元/月,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,28层,有,暂无数据,民水,民电,有,集中供暖
TJ2541836617388400640,天津,武清,武清其它,景瑞花园,104㎡,整租,南/北,500元/月,半年付价,3室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,15层,有,免费使用,民水,民电,有,集中供暖
TJ2542527665991598080,天津,北辰,天穆镇,顺义北里,62㎡,整租,南,1050元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,暂无数据,民水,暂无数据,有,集中供暖
TJ2539026247892074496,天津,西青,李七庄,惠鑫花园,16㎡,合租,东,1000元/月,月付价,3室,1厅,1卫,随时入住,1年,随时可看,1,1层,无,免费使用,民水,民电,有,集中供暖
TJ2542681510394740736,天津,西青,张家窝,中交樾公馆,85㎡,整租,南/北,800元/月,None,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,11层,有,暂无数据,民水,民电,有,集中供暖
TJ2557073245144883200,天津,河东,向阳楼,红顶花园北园,15㎡,合租,南,850元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,3,5层,无,租用车位,民水,民电,有,集中供暖
TJ2542700810257563648,天津,开发区,第三大街,华馨园,102㎡,整租,南/北,2500元/月,季付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,13层,有,暂无数据,民水,民电,有,集中供暖
TJ2542802507760148480,天津,塘沽,胡家园,菁华津城,115㎡,整租,南/北,1500元/月,季付价,3室,1厅,1卫,随时入住,3年以内,一般下班后可看,高楼层,9层,有,暂无数据,民水,民电,有,集中供暖
TJ2542619950443937792,天津,东丽,东丽湖,万科城盛锦苑,61㎡,整租,东,1400元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,14层,有,免费使用,民水,民电,有,集中供暖
TJ2542762937588916224,天津,东丽,华明镇,大唐印象,82㎡,整租,南,900元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,17层,有,免费使用,民水,民电,有,集中供暖
TJ2543230760811503616,天津,滨海新区,大港,前进里,67㎡,整租,南/北,1000元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2543492333690175488,天津,宝坻,潮阳大道,原筑,65㎡,整租,南,1000元/月,年付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,11层,有,暂无数据,民水,民电,有,集中供暖
TJ2543484752494084096,天津,武清,下朱庄,君利花园,100㎡,整租,南,750元/月,年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,24层,有,免费使用,民水,民电,有,集中供暖
TJ2554882102105743360,天津,河西,大营门,三义大厦,17㎡,合租,西南,1450元/月,月付价,2室,1厅,1卫,随时入住,1年,随时可看,20,30层,有,租用车位,民水,民电,有,集中供暖
TJ2543380947530170368,天津,宁河,宁河,运河家园,62㎡,整租,南/北,1200元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
TJ2494214429416095744,天津,南开,万兴街,云居公寓,20㎡,合租,南,1000元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,5,6层,无,免费使用,民水,民电,有,集中供暖
TJ2544019286818045952,天津,津南,咸水沽,惠丰花园兴旺居,88㎡,整租,南/北,1100元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,有,免费使用,民水,民电,有,集中供暖
TJ2533138166857072640,天津,南开,万兴街,新都花园,16㎡,合租,南,1100元/月,月付价,3室,1厅,1卫,随时入住,1年以上,随时可看,3,7层,有,租用车位,民水,民电,有,集中供暖
TJ2536886157367844864,天津,塘沽,新村街,拥政里,58㎡,整租,南/北,1500元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,集中供暖
TJ2486458606279729152,天津,北辰,双街,万源星城,15㎡,合租,南,1030元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,5,6层,无,租用车位,民水,民电,有,集中供暖
TJ2381121854787297280,天津,北辰,双街,万源星城,13㎡,合租,南,1060元/月,季付价,2室,1厅,1卫,随时入住,1年,随时可看,6,6层,无,租用车位,民水,民电,有,集中供暖
TJ2554421011059572736,天津,北辰,双街,万源星城,15㎡,合租,南,1030元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,4,6层,无,租用车位,民水,民电,有,集中供暖
TJ2537617612276236288,天津,东丽,东丽湖,天安象屿智慧城-都汇,56㎡,整租,北,1100元/月,季付价,1室,1厅,1卫,2020-07-15,1年以内,需提前预约,高楼层,24层,无,免费使用,暂无数据,暂无数据,无,暂无数据
TJ2518654697704275968,天津,西青,张家窝,王顶堤馨苑,18㎡,合租,南,1050元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,9,26层,有,免费使用,暂无数据,暂无数据,有,自采暖
TJ2537621889518673920,天津,滨海新区,大港,前光里,56㎡,整租,南/北,1000元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,4层,无,免费使用,民水,民电,有,集中供暖
TJ2485275569366253568,天津,西青,张家窝,津洲花园,15㎡,合租,南,999元/月,月付价,2室,0厅,1卫,随时入住,1年,需提前预约,8,30层,有,租用车位,民水,民电,无,集中供暖
TJ2536844372930985984,天津,北辰,北仓镇,荣悦园,62㎡,整租,南/北,600元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,22层,有,暂无数据,民水,民电,有,集中供暖
TJ2558653700071759872,天津,南开,学府街,学湖里,15㎡,合租,南,998元/月,月付价,2室,1厅,1卫,随时入住,1年,随时可看,2,6层,无,免费使用,民水,民电,有,集中供暖
TJ2538251973963022336,天津,北辰,北仓镇,荣欢园,86㎡,整租,南/北,800元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,18层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
TJ2539076604563562496,天津,滨海新区,汉沽,泰安里(汉沽区),62㎡,整租,南,900元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,集中供暖
TJ2539068247563837440,天津,滨海新区,大港,海宁园,116㎡,整租,南,800元/月,季付价,3室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,5层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
TJ2539124085208915968,天津,东丽,万新街,海丽园,83㎡,整租,南/北,1350元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,11层,有,暂无数据,民水,民电,有,集中供暖
TJ2539775583983255552,天津,滨海新区,大港,前进里,59㎡,整租,东/西,800元/月,None,2室,1厅,1卫,2020-07-15,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2553810085264760832,天津,西青,张家窝,王顶堤馨苑,13㎡,合租,南,1000元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,23,25层,有,免费使用,暂无数据,暂无数据,有,自采暖
TJ2539783219293986816,天津,滨海新区,大港,七邻里南区,56㎡,整租,南/北,800元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,4层,无,免费使用,民水,民电,有,集中供暖
TJ2530194493034987520,天津,西青,张家窝,王顶堤馨苑,12㎡,合租,南,698元/月,月付价,4室,1厅,1卫,随时入住,1年,随时可看,11,30层,有,暂无数据,暂无数据,暂无数据,有,暂无数据
TJ2539624742735331328,天津,宝坻,潮阳大道,原筑,57㎡,整租,南,1000元/月,年付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,11层,有,免费使用,民水,民电,有,集中供暖
TJ2539953846944268288,天津,东丽,东丽湖,北大资源阅府,84㎡,整租,东,1350元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,33层,有,免费使用,民水,民电,有,集中供暖
TJ2540447372174442496,天津,津南,咸水沽,照明北里,64㎡,整租,南/北,1000元/月,季付价,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2541330575759769600,天津,塘沽,新河街,漓江里(塘沽区),57㎡,整租,南/北,1200元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,5层,无,暂无数据,民水,民电,有,集中供暖
TJ2541803019469856768,天津,津南,咸水沽,育才里(津南),74㎡,整租,南/北,1000元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2541952416090161152,天津,津南,咸水沽,北斗公寓,68㎡,整租,南/北,1000元/月,None,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
TJ2532442194275737600,天津,东丽,万新街,月牙河东里,60㎡,整租,东,1300元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,租用车位,民水,民电,有,集中供暖
TJ2554421011059572736,天津,北辰,双街,万源星城,15㎡,合租,南,1030元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,4,6层,无,租用车位,民水,民电,有,集中供暖
TJ2533278839669260288,天津,塘沽,新城镇,禹洲悦府,99㎡,整租,东,1500元/月,季付价,3室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,16层,无,租用车位,民水,民电,有,集中供暖
TJ2554421358448607232,天津,北辰,双街,万源星城,9㎡,合租,北,930元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,4,6层,无,租用车位,民水,民电,有,集中供暖
TJ2533815939112108032,天津,津南,咸水沽,益华里,87㎡,整租,南/北,1000元/月,年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2486458606279729152,天津,北辰,双街,万源星城,15㎡,合租,南,1030元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,5,6层,无,租用车位,民水,民电,有,集中供暖
TJ2534536059878899712,天津,滨海新区,大港,花园南里,73㎡,整租,西北,1000元/月,None,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,有,免费使用,民水,民电,有,集中供暖
TJ2381121854787297280,天津,北辰,双街,万源星城,13㎡,合租,南,1060元/月,季付价,2室,1厅,1卫,随时入住,1年,随时可看,6,6层,无,租用车位,民水,民电,有,集中供暖
TJ2101289792305102848,天津,西青,李七庄,宏城御溪园,9㎡,合租,南,1090元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,3,9层,有,租用车位,民水,民电,有,集中供暖
TJ2166756557700997120,天津,东丽,万新街,金隅悦城雅悦园,14㎡,合租,南,1160元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,9,11层,有,暂无数据,民水,民电,有,集中供暖
